Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State
TPCS,TECHPRECISION CORP,OTCQB,1.030000,117.932300,476,Common Stock,USA,Massachusetts
PTOI,PLASTIC2OIL INC,OTCQB,0.020600,40.064800,12634,Common Stock,USA,New York
RSLS,RESHAPE LIFESCIENCES INC,OTCQB,0.095000,63.661900,98851,Common Stock,USA,California
IAALF,IBC ADVANCED ALLOY CP ORD,OTCQB,0.160000,24.966000,1284,Foreign Ordinary Shares,USA,Indiana
NAUH,NATL AMER UNIVERSITY HLDG,OTCQB,0.035000,16.219100,1057,Common Stock,USA,South Dakota
GSRX,GSRX INDUSTRIES INC,OTCQB,1.200000,74.760400,700,Common Stock,USA,Puerto Rico
ACLZ,ACCELERIZE INC,OTCQB,0.090000,85.813500,201429,Common Stock,USA,California
YEWB,YEW BIO PHARM GROUP INC,OTCQB,0.111000,248.922400,0,Common Stock,USA,California
SGSI,SPECTRUM GLOBAL SOLU,OTCQB,0.147500,74.845600,60307,Common Stock,USA,Florida
GIGL,GIGGLES N HUGS INC,OTCQB,0.012700,87.952600,367100,Common Stock,USA,California
DTST,DATA STORAGE CORP,OTCQB,0.180500,55.974400,10100,Common Stock,USA,New York
KBLB,KRAIG BIOCRAFT LABS INC,OTCQB,0.265500,394.745600,4662232,Common Stock,USA,Michigan
QTMM,QUANTUM MATERIALS CORP,OTCQB,0.033900,65.364000,714781,Common Stock,USA,Texas
USRM,U S STEM CELL INC,OTCQB,0.014500,99.325000,288178,Common Stock,USA,Florida
TRXD,TRXADE GROUP INC,OTCQB,0.450000,209.184000,11,Common Stock,USA,Florida
MPHMF,CALLITAS HEALTH INC,OTCQB,0.093050,55.230100,1200,Foreign Ordinary Shares,USA,Kentucky
ICNB,ICONIC BRANDS INC,OTCQB,1.560000,63.020900,37046,Common Stock,USA,New York
ASDN,ASTRO AEROSPACE LTD,OTCQB,0.388900,129.001100,109570,Common Stock,USA,Texas
CUEN,CUENTAS INC,OTCQB,1.440000,151.725300,2580,Common Stock,USA,Florida
GLTC,GELTECH SOLUTIONS INC,OTCQB,0.155000,29.691400,0,Common Stock,USA,Florida
IMII,INCEPTION MINING INC,OTCQB,0.262000,111.134900,2,Common Stock,USA,Utah
IVOB,INVO BIOSCIENCE INC,OTCQB,0.365000,212.074700,33364,Common Stock,USA,Massachusetts
WIZD,WIZARD ENTERTAINMENT INC,OTCQB,0.190000,96.204500,0,Common Stock,USA,California
LTUM,LITHIUM CORP,OTCQB,0.107500,78.953700,9300,Common Stock,USA,Nevada
RSSS,RESEARCH SOLUTIONS INC,OTCQB,2.500000,6.374600,0,Common Stock,USA,California
DUOT,DUOS TECHNOLOGIES GRP INC,OTCQB,0.719800,80.252300,43850,Common Stock,USA,Florida
BLXX,BLOX INC,OTCQB,0.150000,84.411000,3000,Common Stock,USA,New York
BTCS,BTCS INC,OTCQB,0.440000,257.828700,63141,Common Stock,USA,Maryland
ASCMB,ASCENT MEDIA CORP B,OTCQB,1.000000,837.931000,0,Common Stock,USA,Colorado
GWTI,GREENWAY TECHNOLOGIES INC,OTCQB,0.050000,77.407600,6800,Common Stock,USA,Texas
SNWV,SANUWAVE HEALTH INC,OTCQB,0.169000,108.023500,50710,Common Stock,USA,Georgia
RPMT,REGO PAYMENT ARCHITECTURE,OTCQB,0.189000,38.866300,0,Common Stock,USA,California
UMHL,UMATRIN HOLDING LIMITED,OTCQB,0.020000,0.000000,0,Common Stock,USA,New York
MSLP,MUSCLE PHARM CORP,OTCQB,0.530050,23.444100,130,Common Stock,USA,California
SSFT,SONASOFT CORP,OTCQB,0.180000,46.336000,39260,Common Stock,USA,California
RXMD,PROGRESSIVE CARE INC,OTCQB,0.063000,49.444000,221159,Common Stock,USA,Florida
TKLS,TRUTANKLESS INC,OTCQB,0.620000,103.964700,2000,Common Stock,USA,Arizona
SUME,SUMMER ENERGY HLDGS INC,OTCQB,1.950000,208.796000,0,Common Stock,USA,Texas
INNV,INNOVUS PHARMS INC,OTCQB,2.050000,124.007300,5028,Common Stock,USA,California
BTLN,BRIGHTLANE CORP,OTCQB,0.255000,70.354100,4000,Common Stock,USA,Texas
SING,SINGLEPOINT INC,OTCQB,0.012600,103.627600,3002551,Common Stock,USA,Arizona
VYCO,VYCOR MEDICAL INC,OTCQB,0.172120,83.263300,21742,Common Stock,USA,Florida
BIOAF,BIOASIS TECHNOLOGIES INC,OTCQB,0.246060,54.274800,0,Foreign Ordinary Shares,USA,Connecticut
STWC,STWC HOLDINGS INC,OTCQB,1.000000,0.573500,80,Common Stock,USA,Colorado
CELZ,CREATIVE MEDICAL TECH,OTCQB,0.005000,151.694400,36302557,Common Stock,USA,Arizona
WARM,COOL TECHNOLOGIES INC,OTCQB,0.035740,71.785200,104000,Common Stock,USA,Florida
TDNT,TRIDENT BRANDS INC,OTCQB,0.435000,19.010600,0,Common Stock,USA,Wisconsin
KALTF,KALYTERA THERAPEUTICS ORD,OTCQB,0.036110,79.073800,16600,Foreign Ordinary Shares,USA,California
BUDZ,WEED INC,OTCQB,0.710000,58.236000,46361,Common Stock,USA,Arizona
TNTY,TRUE NATURE HOLDING INC,OTCQB,0.074900,297.122600,1550190,Common Stock,USA,Georgia
CCOB,CENTURY COBALT CORP,OTCQB,0.080000,100.696100,8600,Common Stock,USA,California
AFOM,ALL FOR ONE MEDIA CORP,OTCQB,0.019600,91.993600,128007,Common Stock,USA,New York
GNAL,GENERATION ALPHA INC,OTCQB,0.170000,105.515100,224682,Common Stock,USA,California
GMER,GOOD GAMING INC,OTCQB,0.007100,39.261100,5000,Common Stock,USA,Pennsylvania
NBIO,NASCENT BIOTECH INC,OTCQB,0.180500,77.791700,500,Common Stock,USA,Florida
ZMTP,ZOOM TELEPHONICS INC,OTCQB,0.845000,218.873800,23000,Common Stock,USA,Massachusetts
LSMG,LODE-STAR MINING INC,OTCQB,0.045000,37.802600,7000,Common Stock,USA,Nevada
STRI,STR HOLDINGS INC,OTCQB,0.180000,47.653700,0,Common Stock,USA,Connecticut
MFON,MOBIVITY HOLDINGS CORP,OTCQB,1.140000,140.665000,0,Common Stock,USA,Arizona
MDFZF,MEDIFOCUS INC,OTCQB,0.016880,0.000000,0,Foreign Ordinary Shares,USA,Maryland
BICX,BIOCORRX INC NEW,OTCQB,4.800000,26.235700,127,Common Stock,USA,California
GRYN,GREEN HYGIENICS HLDGS INC,OTCQB,0.728900,25.954400,522,Common Stock,USA,California
CBDS,CANNABIS SATIVA INC,OTCQB,1.950000,70.677800,49771,Common Stock,USA,Nevada
BTTR,BETTER CHOICE CO INC,OTCQB,8.300000,136.887300,2769,Common Stock,USA,New York
CCGN,CONSUMER CAPITAL GRP INC,OTCQB,3.990000,126.544400,200,Common Stock,USA,New York
TRKK,ORBITAL TRACKING CORP,OTCQB,0.250000,130.219800,40,Common Stock,USA,Florida
COSM,COSMOS HOLDINGS INC,OTCQB,3.450000,15.438900,200,Common Stock,USA,Illinois
VLTC,VOLTARI CORP,OTCQB,0.837500,48.597400,22743,Common Stock,USA,New York
ANFC,BLACK RIDGE OIL & GAS INC,OTCQB,0.031300,85.383100,0,Common Stock,USA,Minnesota
SHMP,NATURALSHRIMP INC,OTCQB,0.182500,12.269100,1090434,Common Stock,USA,Texas
BFGC,BULLFROG GOLD CORP,OTCQB,0.185000,165.862000,521036,Common Stock,USA,Colorado
MCOA,MARIJUANA CO OF AMER INC,OTCQB,0.013650,81.514000,5902389,Common Stock,USA,California
RHNO,RHINO RES PARTNERS LP,OTCQB,0.851200,19.975200,354,Units,USA,Kentucky
BCTXF,BRIACELL THERAPEUTICS CRP,OTCQB,0.071000,60.603600,135210,Foreign Ordinary Shares,USA,California
ARCK,ARC GROUP INC,OTCQB,1.300000,64.767700,0,Common Stock,USA,Florida
CTGO,CONTANGO ORE INC,OTCQB,19.710000,20.998700,20,Common Stock,USA,Texas
HGLD,HUNT MINING CORP,OTCQB,0.094000,84.540200,13000,Foreign Ordinary Shares,USA,Washington
FNAM,EVOLUTIONARY GENOMICS INC,OTCQB,1.500000,51.477600,0,Common Stock,USA,Colorado
TECR,TECHCARE CORP,OTCQB,0.239950,37.418200,100,Common Stock,USA,New York
CANB,CANBIOLA INC,OTCQB,0.046000,74.496500,3162941,Common Stock,USA,New York
WSCO,WALL STREET MEDIA CO INC,OTCQB,0.119000,0.718800,0,Common Stock,USA,Florida
SRNA,SURNA INC,OTCQB,0.044450,99.720900,174184,Common Stock,USA,Colorado
CHGH,CHINA HERB GROUP HLDGS CP,OTCQB,1.250000,0.000000,0,Common Stock,USA,North Carolina
JMSB,JOHN MARSHALL BANCORP INC,OTCQB,15.500000,61.120700,4696,Common Stock,USA,Virginia
CLSK,CLEANSPARK INC,OTCQB,2.640000,32.854100,53235,Common Stock,USA,Utah
GRTD,GRATITUDE HEALTH INC,OTCQB,0.036100,120.020200,30000,Common Stock,USA,Florida
SXPLW,SAEXPLORATION WTS 7/27/21,OTCQB,0.000000,,0,Warrants,USA,Texas
ILCC,INTERNATIONAL LEADERS CAP,OTCQB,0.550000,815.625000,0,Common Stock,USA,Nevada
NTRR,NEUTRA CORPORATION,OTCQB,0.006600,436.265300,773798,Common Stock,USA,Texas
BRFH,BARFRESH FOOD GROUP INC,OTCQB,0.494000,313.960000,0,Common Stock,USA,California
FGCO,FINANCIAL GRAVITY COMP,OTCQB,0.290000,79.780900,5004,Common Stock,USA,Texas
SMGI,SMG INDUSTRIES INC,OTCQB,0.301000,56.745100,0,Common Stock,USA,Texas
UCBB,US-CHINA BIOMEDICAL TECH,OTCQB,0.040000,175.243600,0,Common Stock,USA,California
CVSI,CV SCIENCES INC,OTCQB,4.534000,51.482300,642423,Common Stock,USA,Nevada
LVBX,LEVELBLOX INC,OTCQB,0.027500,26.095700,23000,Common Stock,USA,Florida
BRTI,BLACKRIDGE TECH INC,OTCQB,0.050000,42.977200,41180,Common Stock,USA,Nevada
CIIX,CHINESEINVESTORSCOM INC,OTCQB,0.425000,66.001400,49974,Common Stock,USA,California
DIGP,DIGIPATH INC,OTCQB,0.166000,38.019500,47789,Common Stock,USA,Nevada
RZLT,REZOLUTE INC,OTCQB,0.140000,300.569800,29100,Common Stock,USA,California
MCIG,MCIG INC,OTCQB,0.069000,65.988200,828130,Common Stock,USA,Florida
WCUI,WELLNESS CENTER USA INC,OTCQB,0.032000,260.174700,103823,Common Stock,USA,Illinois
BIEI,PREMIER BIOMEDICAL INC,OTCQB,0.031800,188.506200,360598,Common Stock,USA,Pennsylvania
BTHE,BOSTON THERAPEUTICS INC,OTCQB,0.026900,64.135000,0,Common Stock,USA,Massachusetts
ENDV,ENDONOVO THERAPEUTICS INC,OTCQB,0.010500,127.059800,4046801,Common Stock,USA,California
MRMD,MARIMED INC,OTCQB,2.970000,44.294900,283693,Common Stock,USA,Massachusetts
MAGE,MAGELLAN GOLD CORP,OTCQB,1.850000,6.761400,0,Common Stock,USA,New Mexico
MRIC,MRI INTERVENTIONS INC,OTCQB,3.350000,485.205800,77351,Common Stock,USA,California
MMMB,MAMAMANCINI'S HLDGS INC,OTCQB,0.640000,119.943700,0,Common Stock,USA,New Jersey
MYHI,MOUNTAIN HIGH ACQSTN CRP,OTCQB,0.016300,68.487600,21456,Common Stock,USA,Arizona
ARTH,ARCH THERAPEUTICS INC,OTCQB,0.276000,263.175800,244362,Common Stock,USA,Massachusetts
VEND,GENERATION NEXT FRANCHISE,OTCQB,0.682000,65.959600,31100,Common Stock,USA,California
PETV,PETVIVO HOLDINGS INC,OTCQB,0.390000,41.318100,0,Common Stock,USA,Minnesota
STCB,STARCO BRANDS INC,OTCQB,3.000000,0.000000,0,Common Stock,USA,California
EWST,E-WASTE CORP,OTCQB,0.000000,0.000000,0,Common Stock,USA,New York
ETST,EARTH SCIENCE TECH INC,OTCQB,0.481000,77.459000,39799,Common Stock,USA,Florida
NUZE,NUZEE INC,OTCQB,15.000000,108.808300,0,Common Stock,USA,California
CDXI,CARDAX INC,OTCQB,0.100000,232.381900,66000,Common Stock,USA,Hawaii
JADG,JADE GLOBAL HOLDINGS INC,OTCQB,0.121000,394.497600,0,Common Stock,USA,Florida
NMTC,NEUROONE MEDICAL TECHS CP,OTCQB,3.840000,12.261500,75,Common Stock,USA,Minnesota
DGLF,PULSE EVOLUTION GROUP INC,OTCQB,5.000000,94.551400,1854,Common Stock,USA,New York
BATRB,LIBERTY MEDIA SER B BRAVE,OTCQB,26.450000,350.608700,1,Common Stock,USA,Colorado
FWONB,LIBERTY FORMULA ONE B,OTCQB,36.410000,476.222900,3,Common Stock,USA,Colorado
HGEN,HUMANIGEN INC,OTCQB,1.150000,32.271500,3723,Common Stock,USA,California
SFHI,SPORTS FIELD HOLDINGS INC,OTCQB,0.190000,61.332700,0,Common Stock,USA,Illinois
MCCX,MCORPCX INC,OTCQB,0.092000,666.478200,0,Common Stock,USA,California
AMPG,AMPLITECH GROUP INC,OTCQB,0.077700,268.968700,296152,Common Stock,USA,New York
CWGL,CRIMSON WINE GROUP LTD,OTCQB,8.100000,80.788600,21385,Common Stock,USA,California
STCC,STERLING CONSOLIDATED CRP,OTCQB,0.080400,73.737700,0,Common Stock,USA,New Jersey
CMXC,CELL MEDX CORP,OTCQB,0.150000,117.236300,8000,Common Stock,USA,Nevada
AXIM,AXIM BIOTECHNOLOGIES INC,OTCQB,1.110000,45.300800,58413,Common Stock,USA,New York
CTVEF,CERTIVE SOLUTIONS INC,OTCQB,0.028500,617.581500,0,Foreign Ordinary Shares,USA,Arizona
INTV,INTEGRATED VENTURES INC,OTCQB,0.149000,450.633400,199431,Common Stock,USA,Pennsylvania
CNAB,UNITED CANNABIS CORP,OTCQB,0.420000,91.443900,56150,Common Stock,USA,Colorado
CSHX,CASHMERE VALLEY BANK,OTCQB,59.500000,131.789900,917,Common Stock,USA,Washington
TKCI,TURNKEY CAPITAL INC,OTCQB,0.018000,233.931300,217956,Common Stock,USA,Florida
NUMD,NU-MED PLUS INC,OTCQB,0.650000,170.171100,0,Common Stock,USA,Utah
OPVS,NANOFLEX POWER CORP,OTCQB,0.080000,45.851500,0,Common Stock,USA,Arizona
ACAN,AMERICANN INC,OTCQB,1.300000,81.509900,25342,Common Stock,USA,Colorado
PUBC,PUREBASE CORPORATION,OTCQB,0.118000,2.404900,0,Common Stock,USA,California
WCVC,WEST COAST VEN GRP CORP,OTCQB,0.081000,50.173800,167653,Common Stock,USA,Colorado
PCSA,PROCESSA PHARMS INC,OTCQB,2.500000,3.161900,0,Common Stock,USA,Maryland
ICOX,ICOX INNOVATIONS INC,OTCQB,0.200000,17.374800,0,Common Stock,USA,California
HMMR,HAMMER FIBER OPTICS HLDGS,OTCQB,0.484500,82.303900,1070,Common Stock,USA,New Jersey
BSTG,BIOSTAGE INC NEW,OTCQB,2.800000,40.973200,3023,Common Stock,USA,Massachusetts
SCOO,SCHOOL SPECIALTY INC,OTCQB,5.530000,31.428500,2200,Common Stock,USA,Wisconsin
SNYR,SYNERGY CHC CORP,OTCQB,0.239440,62.176800,5250,Common Stock,USA,Maine
FRLF,FREEDOM LEAF INC,OTCQB,0.161450,179.961500,448340,Common Stock,USA,Nevada
BMTM,BRIGHT MOUNTAIN MEDIA INC,OTCQB,1.850000,103.013400,255,Common Stock,USA,Florida
ANVI,ANVI GLOBAL HOLDINGS,OTCQB,0.000000,,0,Common Stock,USA,North Carolina
BIVI,BIOVIE INC,OTCQB,0.095000,40.314200,55801,Common Stock,USA,California
CLCS,CELL SOURCE INC,OTCQB,0.680000,31.009800,0,Common Stock,USA,New York
BLBDW,BLUE BIRD CORP WTS,OTCQB,3.360000,10.423700,600,Warrants,USA,Georgia
EXEO,EXEO ENTMT INC,OTCQB,0.920000,70.075500,0,Common Stock,USA,Nevada
SMLR,SEMLER SCIENTIFIC INC,OTCQB,44.000000,85.058900,1726,Common Stock,USA,California
EMBI,EMERALD BIOSCIENCE INC,OTCQB,0.520000,24.101600,54289,Common Stock,USA,California
RLMD,RELMADA THERAPEUTICS,OTCQB,2.300000,190.277100,10846,Common Stock,USA,New York
RASP,RASNA THERAPEUTICS INC,OTCQB,0.150000,0.000000,0,Common Stock,USA,New York
LEAI,LEGACY EDUCATION ALLIANCE,OTCQB,0.210000,3.363200,0,Common Stock,USA,Florida
SEGN,SUCCESS ENTMT GROUP INTL,OTCQB,1.000000,900.000000,100,Common Stock,USA,Indiana
SUGR,SUGAR CREEK FINCL CORP MD,OTCQB,10.850000,103.273600,0,Common Stock,USA,Illinois
DPWW,DIEGO PELLICER WORLDW INC,OTCQB,0.025200,63.571300,153325,Common Stock,USA,Washington
DRNE,DRONE AVIATION HOLDING CO,OTCQB,1.000000,23.234900,1496,Common Stock,USA,Florida
NLBS,NUTRALIFE BIOSCIENCES INC,OTCQB,0.229900,107.913200,49733,Common Stock,USA,Florida
GWSN,GULF WEST SECURITY NTWK,OTCQB,0.200000,111.109600,0,Common Stock,USA,Louisiana
LMBHW,LIMBACH HOLDINGS WTS,OTCQB,1.210000,86.939400,0,Warrants,USA,Pennsylvania
LFER,LIFE ON EARTH INC,OTCQB,0.366000,23.562800,75731,Common Stock,USA,New York
SNBP,SUN BIOPHARMA INC,OTCQB,2.500000,182.390500,1000,Common Stock,USA,Minnesota
FCUV,FOCUS UNIVERSAL INC,OTCQB,5.300000,131.250000,0,Common Stock,USA,California
CLSH,CLS HOLDINGS USA INC,OTCQB,0.275200,41.465800,25203,Common Stock,USA,Florida
UGEIF,UGE INTERNATIONAL LTD ORD,OTCQB,0.075000,62.334200,0,Foreign Ordinary Shares,USA,New York
GPHBF,GRAPHENE 3D LAB INC ORD,OTCQB,0.060000,130.429300,6701,Foreign Ordinary Shares,USA,New York
FTXP,FOOTHILLS EXPLORATION INC,OTCQB,0.160000,52.736900,8768,Common Stock,USA,California
LBRDB,LIBERTY BROADBAND CP B,OTCQB,97.310000,496.235600,0,Common Stock,USA,Colorado
QBIO,Q BIOMED INC.,OTCQB,1.610000,103.035000,31879,Common Stock,USA,New York
EWLU,MERION INC,OTCQB,0.349900,28.604600,0,Common Stock,USA,California
MDVX,MEDOVEX CORP,OTCQB,0.450000,31.210000,16500,Common Stock,USA,Florida
INQD,INDOOR HARVEST CORP,OTCQB,0.019100,203.691300,57672,Common Stock,USA,Texas
ASCK,AUSCRETE CORP,OTCQB,0.006500,17.643400,875,Common Stock,USA,Washington
MSRT,MASSROOTS INC,OTCQB,0.055000,56.740600,266036,Common Stock,USA,California
NGTF,NIGHTFOOD HLDGS INC,OTCQB,0.590000,26.693500,166072,Common Stock,USA,New York
MDWT,MIDWEST HLDG INC,OTCQB,0.080000,56.768200,0,Common Stock,USA,Nebraska
XSPT,XSPORT GLOBAL INC,OTCQB,0.050000,271.695900,0,Common Stock,USA,North Carolina
COFE,THE COFFEESMITHS COLLTIVE,OTCQB,0.600000,94.461500,20469,Common Stock,USA,Illinois
ARTL,ARTELO BIOSCIENCES INC,OTCQB,1.200000,34.765900,0,Common Stock,USA,California
ABML,AMERICAN BATTERY METLS CP,OTCQB,0.264500,130.294700,396714,Common Stock,USA,Nevada
BTCY,BIOTRICITY INC,OTCQB,0.611500,68.631700,58723,Common Stock,USA,California
APPB,APPLIED BIOSCIENCES CORP,OTCQB,1.600000,52.645400,0,Common Stock,USA,California
PRHR,PETROSHARE CORP,OTCQB,0.300000,9.001400,0,Common Stock,USA,Colorado
SMKC,SMOKE CARTEL INC (A),OTCQB,0.820000,96.511800,0,Common Stock,USA,Georgia
KSHB,KUSHCO HOLDINGS INC,OTCQB,4.635000,45.694300,450411,Common Stock,USA,California
EXDI,EXACTUS INC,OTCQB,0.770100,356.583900,45289,Common Stock,USA,Florida
BBLG,BONE BIOLOGICS CORP,OTCQB,10.000000,4.477600,0,Common Stock,USA,Massachusetts
AMCT,AMERICAN ED CTR INC,OTCQB,0.660000,31.853800,100,Common Stock,USA,New York
VINO,GAUCHO GROUP HOLDINGS,OTCQB,0.367000,1.524300,0,Common Stock,USA,New York
FIFG,FIRST FOODS GROUP INC,OTCQB,0.212500,241.112000,0,Common Stock,USA,Nevada
RGNP,REIGN SAPPPHIRE CORP,OTCQB,0.013900,72.675900,1700,Common Stock,USA,California
VCBD,VITALIBIS INC,OTCQB,0.745000,60.424400,14354,Common Stock,USA,Nevada
AREB,AMERICAN REBEL HLDGS INC,OTCQB,0.950000,67.873300,0,Common Stock,USA,Tennessee
ELIO,ELIO MOTORS INC,OTCQB,1.970000,132.541900,5210,Common Stock,USA,Arizona
SHRG,SHARING SERVICES GLOBL CP,OTCQB,0.180000,23.163600,3820,Common Stock,USA,Texas
EWLL,EWELLNESS HEALTHCARE CORP,OTCQB,0.089000,114.164800,980880,Common Stock,USA,California
BEAG,BLUE EAGLE LITHIUM INC,OTCQB,1.000000,203.438500,66840,Common Stock,USA,Nevada
NRIS,NORRIS INDUSTRIES INC,OTCQB,0.063100,10.041800,0,Common Stock,USA,Texas
VTLR,VIRTUALARMOR INTL INC,OTCQB,0.179000,59.568400,64071,Common Stock,USA,Colorado
PVDG,POVERTY DIGNIFIED INC,OTCQB,0.009700,197.690800,2849407,Common Stock,USA,North Carolina
CURR,CURE PHARMA HLDG CORP,OTCQB,4.000000,61.813700,57339,Common Stock,USA,California
IGNG,IMAGING3 INC,OTCQB,0.140000,28.500000,271993,Common Stock,USA,California
FSNT,FUSE GROUP HOLDING INC,OTCQB,0.180000,148.351600,0,Common Stock,USA,California
ACBM,ARCO BIOMEDICAL CO LTD,OTCQB,4.600000,92.297600,300,Common Stock,USA,Indiana
LSYN,LIBERATED SYNDICATION INC,OTCQB,2.550000,78.598500,11196,Common Stock,USA,Pennsylvania
FSSN,FISION CORP,OTCQB,0.050100,49.116700,129000,Common Stock,USA,Minnesota
ALTD,ALTITUDE INTL INC,OTCQB,0.075000,1.915900,0,Common Stock,USA,Florida
CRRVF,CVR MED CORP ORD,OTCQB,0.147500,42.706400,13800,Foreign Ordinary Shares,USA,North Carolina
NHEL,NATURAL HEALTH FARM HLDG,OTCQB,0.230000,41.027100,52677,Common Stock,USA,New Jersey
GRMM,GROM SOCIAL ENTERPRISES,OTCQB,0.240000,176.775400,5239,Common Stock,USA,Florida
VFRM,VERITAS FARMS INC,OTCQB,0.775000,49.406400,20194,Common Stock,USA,Florida
HCCC,H CELL ENERGY CORP,OTCQB,1.000000,138.888900,0,Common Stock,USA,Texas
ALPP,ALPINE 4 TECHNOLOGIES (A),OTCQB,0.035750,196.517100,13800,Common Stock,USA,Arizona
GHHC,GH CAP INC,OTCQB,0.004500,47.912000,3768147,Common Stock,USA,Florida
LBUY,LEAFBUYER TECHNOLOGIES,OTCQB,0.992500,73.021000,89500,Common Stock,USA,Colorado
AURX,NUO THERAPEUTICS INC NEW,OTCQB,0.210000,20.817000,22146,Common Stock,USA,Maryland
INND,INNERSCOPE HEARING TECH,OTCQB,0.051200,74.504300,680173,Common Stock,USA,California
AHGIF,ALTERNATE HEALTH CORP ORD,OTCQB,0.477600,437.166700,41276,Foreign Ordinary Shares,USA,California
GMVP,GRIDIRON BIONUTRIENTS INC,OTCQB,0.022500,49.854800,1500,Common Stock,USA,Washington
OZSC,OZOP SURGICAL CORP,OTCQB,0.100000,306.503100,110315,Common Stock,USA,Florida
HLYK,HEALTHLYNKED CORP,OTCQB,0.212500,54.351400,114764,Common Stock,USA,Florida
NDVN,NDIVISION INC,OTCQB,0.515000,16.154800,0,Common Stock,USA,Texas
STMH,STEM HLDGS INC,OTCQB,1.550000,29.908700,820,Common Stock,USA,Florida
NTRB,NUTRIBAND INC,OTCQB,7.000000,70.626400,700,Common Stock,USA,Florida
ARHH,ASSURE HLDGS CORP,OTCQB,1.194400,74.395700,3000,Common Stock,USA,Colorado
WINR,SIMPLICITY ESPORTS&GAMING,OTCQB,1.450000,55.506200,3580,Common Stock,USA,Florida
WINRW,SIMPLICITY ESPRTS&GMG WTS,OTCQB,0.445000,122.225000,23600,Warrants,USA,Florida
REKRP,REKOR SYSTEM CONV PFD,OTCQB,9.500000,,0,Preferred Stock,USA,Virginia
REKRW,REKOR SYSTEMS INC WTS,OTCQB,3.260000,,0,Warrants,USA,Virginia
FIOGF,FIORE GOLD LTD,OTCQB,0.201200,59.122200,51958,Foreign Ordinary Shares,USA,Colorado
RWRDP,ICONSUMER CORP PFD A,OTCQB,0.120000,182.102100,0,Preferred Stock,USA,Florida
HSSHF,HASHCHAIN TECHNOLOGY INC,OTCQB,0.040000,604.484800,1249578,Foreign Ordinary Shares,USA,New York
ANVV,ANVIA HLDGS CORP,OTCQB,4.540000,17.656300,6900,Common Stock,USA,New Jersey
ONDS,ONDAS HOLDINGS INC,OTCQB,6.000000,0.000000,0,Common Stock,USA,California
JKRO,JAKROO INC,OTCQB,0.750000,0.000000,0,Common Stock,USA,California
FGNV,FORGE INNOVATION DEV CORP,OTCQB,1.000000,0.000000,0,Common Stock,USA,California
XCUR,EXICURE INC,OTCQB,2.780000,78.554100,31452,Common Stock,USA,Illinois
KUTG,KULR TECH GRP INC,OTCQB,1.990000,61.113600,0,Common Stock,USA,California
WTNW,WATER NOW INC,OTCQB,0.355000,167.418600,11266,Common Stock,USA,Texas
VIVC,VIVIC CORP,OTCQB,1.150000,0.000000,0,Common Stock,USA,Nevada
INFT,INFINITY BANK SNTA ANA CA,OTCQB,9.550000,0.000000,0,Common Stock,USA,California
CNMF,CANFIELD MED SUPPLY INC,OTCQB,1.240000,42.191900,0,Common Stock,USA,Ohio
GCAN,GREATER CANNABIS CO INC,OTCQB,0.141890,29.506800,62490,Common Stock,USA,Maryland
AVMR,AVRA MED ROBOTICS INC,OTCQB,2.450000,49.220200,400,Common Stock,USA,Florida
PLNHF,PLANET 13 HOLDINGS INC,OTCQB,1.930000,129.504000,419099,Common Stock,USA,Nevada
RVIV,REVIV3 PROCARE CO,OTCQB,0.830000,280.441000,500,Common Stock,USA,California
SYSX,SYSOREX INC,OTCQB,0.017000,28.432900,14038,Common Stock,USA,Virginia
AUSAF,AUSTRALIS CAPITAL INC,OTCQB,0.800000,126.408500,94438,Common Stock,USA,Nevada
PLPRF,PLUS PRODUCTS INC,OTCQB,3.585600,79.899900,74108,Foreign Ordinary Shares,USA,California
GIPR,GENERATION INC PROP,OTCQB,0.000000,,0,Common Stock,USA,Florida
ILAL,INTERNATIONAL LAND ALLICE,OTCQB,1.267500,31.549100,0,Common Stock,USA,California
